date,value
1996-01-31,219.6300048828125
1996-02-29,203.92999267578125
1996-03-31,214.8699951171875
1996-04-30,214.1199951171875
1996-05-31,210.10000610351562
1996-06-30,187.6699981689453
1996-07-31,192.30999755859375
1996-08-31,195.89999389648438
1996-09-30,197.13999938964844
1996-10-31,208.9499969482422
1996-11-30,219.11000061035156
1996-12-31,250.22000122070312
1997-01-31,261.3599853515625
1997-02-28,253.97999572753906
1997-03-31,265.6700134277344
1997-04-30,282.7799987792969
1997-05-31,292.0899963378906
1997-06-30,314.3699951171875
1997-07-31,288.1600036621094
1997-08-31,303.1099853515625
1997-09-30,288.0299987792969
1997-10-31,295.8800048828125
1997-11-30,303.80999755859375
1997-12-31,278.17999267578125
1998-01-31,292.3500061035156
1998-02-28,316.6499938964844
1998-03-31,323.8699951171875
1998-04-30,341.82000732421875
1998-05-31,332.5899963378906
1998-06-30,332.239990234375
1998-07-31,300.6600036621094
1998-08-31,285.1600036621094
1998-09-30,286.5899963378906
1998-10-31,305.0
1998-11-30,308.260009765625
1998-12-31,303.55999755859375
1999-01-31,317.3500061035156
1999-02-28,365.010009765625
1999-03-31,384.2799987792969
1999-04-30,400.1199951171875
1999-05-31,418.32000732421875
1999-06-30,400.760009765625
1999-07-31,377.0299987792969
1999-08-31,391.8500061035156
1999-09-30,405.9599914550781
1999-10-31,436.2900085449219
1999-11-30,484.6400146484375
1999-12-31,481.489990234375
2000-01-31,537.4199829101562
2000-02-29,516.7999877929688
2000-03-31,495.04998779296875
2000-04-30,534.3099975585938
2000-05-31,547.6599731445312
2000-06-30,526.780029296875
2000-07-31,574.1099853515625
2000-08-31,559.8099975585938
2000-09-30,464.57000732421875
2000-10-31,485.4100036621094
2000-11-30,506.04998779296875
2000-12-31,454.9599914550781
2001-01-31,463.8999938964844
2001-02-28,391.4599914550781
2001-03-31,432.29998779296875
2001-04-30,422.8800048828125
2001-05-31,423.6099853515625
2001-06-30,449.7200012207031
2001-07-31,423.5299987792969
2001-08-31,371.3299865722656
2001-09-30,381.5
2001-10-31,413.80999755859375
2001-11-30,459.260009765625
2001-12-31,453.3399963378906
2002-01-31,426.4599914550781
2002-02-28,395.95001220703125
2002-03-31,375.8999938964844
2002-04-30,381.4800109863281
2002-05-31,367.5199890136719
2002-06-30,374.8299865722656
2002-07-31,373.9700012207031
2002-08-31,344.4599914550781
2002-09-30,325.3999938964844
2002-10-31,365.17999267578125
2002-11-30,333.9100036621094
2002-12-31,311.70001220703125
2003-01-31,319.0199890136719
2003-02-28,333.8999938964844
2003-03-31,383.760009765625
2003-04-30,429.3399963378906
2003-05-31,442.6700134277344
2003-06-30,407.260009765625
2003-07-31,396.8299865722656
2003-08-31,414.0
2003-09-30,450.94000244140625
2003-10-31,476.5199890136719
2003-11-30,504.1499938964844
2003-12-31,508.3399963378906
2004-01-31,520.3900146484375
2004-02-29,522.75
2004-03-31,529.260009765625
2004-04-30,531.47998046875
2004-05-31,557.8900146484375
2004-06-30,541.5499877929688
2004-07-31,521.2999877929688
2004-08-31,531.219970703125
2004-09-30,525.7899780273438
2004-10-31,564.6900024414062
2004-11-30,617.9400024414062
2004-12-31,635.2999877929688
2005-01-31,646.469970703125
2005-02-28,642.5499877929688
2005-03-31,657.1900024414062
2005-04-30,679.969970703125
2005-05-31,639.1799926757812
2005-06-30,678.8099975585938
2005-07-31,709.0499877929688
2005-08-31,752.6900024414062
2005-09-30,763.3300170898438
2005-10-31,784.6799926757812
2005-11-30,823.4199829101562
2005-12-31,823.5700073242188
2006-01-31,799.9000244140625
2006-02-28,813.8200073242188
2006-03-31,864.9500122070312
2006-04-30,852.1500244140625
2006-05-31,779.6900024414062
2006-06-30,801.1099853515625
2006-07-31,803.739990234375
2006-08-31,836.2999877929688
2006-09-30,897.3900146484375
2006-10-31,929.5900268554688
2006-11-30,926.2999877929688
2006-12-31,951.1099853515625
2007-01-31,971.5999755859375
2007-02-28,997.2100219726562
2007-03-31,1063.8599853515625
2007-04-30,1126.3699951171875
2007-05-31,1112.9200439453125
2007-06-30,1120.7099609375
2007-07-31,1056.5799560546875
2007-08-31,1145.8399658203125
2007-09-30,1237.1300048828125
2007-10-31,1187.56005859375
2007-11-30,1217.0699462890625
2007-12-31,1061.0
2008-01-31,1109.9599609375
2008-02-29,997.1599731445312
2008-03-31,1080.5
2008-04-30,1117.6300048828125
2008-05-31,1085.6400146484375
2008-06-30,1034.969970703125
2008-07-31,1007.0999755859375
2008-08-31,886.8400268554688
2008-09-30,725.469970703125
2008-10-31,667.5599975585938
2008-11-30,654.8499755859375
2008-12-31,660.6300048828125
2009-01-31,665.989990234375
2009-02-28,728.3499755859375
2009-03-31,812.3200073242188
2009-04-30,881.75
2009-05-31,862.4299926757812
2009-06-30,950.489990234375
2009-07-31,945.9000244140625
2009-08-31,995.27001953125
2009-09-30,1022.1799926757812
2009-10-31,1082.550048828125
2009-11-30,1145.06005859375
2009-12-31,1119.72998046875
2010-01-31,1159.6099853515625
2010-02-28,1229.0699462890625
2010-03-31,1164.22998046875
2010-04-30,1082.739990234375
2010-05-31,1062.449951171875
2010-06-30,1118.5899658203125
2010-07-31,1134.97998046875
2010-08-31,1225.9200439453125
2010-09-30,1273.97998046875
2010-10-31,1246.449951171875
2010-11-30,1326.43994140625
2010-12-31,1292.75
2011-01-31,1289.719970703125
2011-02-28,1321.1800537109375
2011-03-31,1314.56005859375
2011-04-30,1266.8800048828125
2011-05-31,1223.9100341796875
2011-06-30,1224.1400146484375
2011-07-31,1132.510009765625
2011-08-31,1077.7900390625
2011-09-30,1133.6800537109375
2011-10-31,1082.3599853515625
2011-11-30,1085.5899658203125
2011-12-31,1119.5
2012-01-31,1081.3499755859375
2012-02-29,1124.8499755859375
2012-03-31,1164.3599853515625
2012-04-30,1065.02001953125
2012-05-31,1057.6300048828125
2012-06-30,1105.7900390625
2012-07-31,1120.5799560546875
2012-08-31,1189.25
2012-09-30,1214.219970703125
